10934,267
11255,267
11547,258
11838,259
12123,255
12396,250
12645,259
13082,380
13376,259
13651,257
13939,269
14227,258
14686,376
14972,251
15241,258
15527,262
16161,369
16454,269
16351,256
16680,260
16992,248
17324,259
17656,276
17980,257
18448,416
18755,249
19082,259
19855,352
20164,259
20452,264
20757,271
21043,261
22103,1031
22396,260
22703,269
22986,259
23373,373
23697,299
23969,258
24245,249
24535,261
24820,263
25298,371
25594,270
25862,247
26151,267
26422,259
26718,270
27243,368
27544,271
27836,259
28114,257
28407,260
28692,260
29015,298
29290,258
29563,258
29851,269
30145,269
30780,370
31070,270
31344,259
31631,266
31919,257
32558,264
32880,268
33173,270
33463,259
33730,252
33666,266
34060,330
34389,259
34716,263
35016,249
35329,260
35999,268
36331,262
36659,262
36971,259
37446,370
37973,374
38259,269
38547,263
38841,269
39641,370
39930,269
40203,261
40491,266
41426,258
41701,259
41994,259
42282,269
42565,262
42862,266
43148,269
43422,259
43708,269
44003,271
44291,269
44971,370
45248,249
45676,402
45966,258
46246,259
46521,260
46809,268
47080,259
47133,249
47461,270
47804,280
48581,266
48911,269
49223,259
49532,260
49820,269
50470,358
50759,259
51042,255
51332,269
51605,251
52315,370
52591,256
52863,259
52957,261
53290,269
53601,257
54055,371
54368,260
54678,249
54966,259
55262,264
55875,259
56164,260
56453,259
56726,250
57016,258
57371,260
57912,518
58194,257
58482,259
58768,258
59061,257
59494,373
59791,260
60063,258
60336,245
60628,259
60921,272
61258,310
61540,259
61836,264
62124,258
62655,380
62992,268
63291,262
63578,261
63854,264
64148,269
64436,262
64800,356
65128,292
65417,259
65703,262
65979,260
66243,260
66602,329
66862,250
67150,270
67422,261
67711,270
68003,264
68303,270
68606,269
68908,270
69227,292
69513,259
69892,359
70172,253
70459,268
70753,271
71040,269
71437,370
71863,268
72146,260
72587,424
72881,271
73159,258
73432,259
73719,269
73995,250
74283,260
74588,267
74860,259
75653,774
75921,248
76218,259
76509,259
76840,314
77242,374
77535,266
