2418,1941
2701,1930
2782,1911
2244,1912
2723,2012
2401,1941
2378,1928
2761,1933
2403,1936
2303,1914
2683,1920
2703,1925
2843,1932
2637,1941
2695,1926
3431,882
3241,918
3549,1040
3635,1104
3644,1256
3470,1280
3574,1258
3740,1285
3734,1329
3694,1405
3796,1367
4101,677
4381,2062
4208,671
4452,903
4674,2319
4706,1332
4878,1382
4846,1339
5141,1658
5181,1528
5421,3119
5278,1212
5625,1984
5641,2057
5532,1060
5518,923
5535,973
5507,868
5753,1626
5665,798
6078,2683
6370,3860
6267,1464
6233,994
6249,1143
6518,1439
6519,988
6534,1025
6671,1191
6641,1203
6578,1009
6753,1236
6669,976
6887,1704
6873,701
7099,1499
7309,1881
7238,1028
7384,1661
7481,934
7658,1268
7612,1121
7603,1005
7667,1114
7816,883
7756,549
8027,1486
8222,1948
8234,1400
8692,1616
8928,2201
8952,1409
8858,708
9140,1306
9271,1502
9484,2372
9553,1805
9656,1712
9620,910
9641,955
9876,895
10182,2474
10163,2387
10451,3862
10439,2937
10200,833
10359,1374
11179,4514
10667,1298
10719,1426
10861,1151
11072,877
11412,1183
11565,1686
11643,1707
11548,1331
11741,2017
11709,1653
12038,3918
11661,967
11642,825
12074,2208
12098,1427
12305,2720
12320,882
12608,952
12611,1063
12615,893
12652,734
13341,4187
13079,2298
12837,822
13090,1502
12999,1317
13079,1334
13098,1485
13349,2253
13312,1041
14172,6320
13771,1938
13935,2428
13614,1156
13590,758
13757,1352
13940,1489
13721,922
13974,1228
13959,1203
14052,1144
14178,1188
14193,1110
14658,2045
14669,1837
14780,1345
14723,1153
14710,1020
14997,2334
14908,1140
14927,1378
14939,1204
14987,1131
15170,1239
15254,1271
15387,880
15722,2562
15618,1640
15553,830
15541,745
15682,1016
15805,1565
15925,2205
15905,1317
15806,755
16043,1165
16190,1437
16243,725
16570,1175
16633,1076
16853,2168
16683,1097
16880,1640
16761,1069
17231,2599
17220,2321
17023,1112
17177,873
17525,1966
17519,1442
17777,2200
17865,1153
18059,2097
18140,2583
18016,1447
18318,2995
18278,1547
18204,1275
18414,1642
18365,1219
18497,1444
18656,838
18947,2412
18854,1469
19049,2333
19112,2194
19010,1569
19049,726
19198,1342
19238,1804
19315,959
19431,1129
19696,1540
19707,1018
19974,2020
19876,991
19834,829
20209,2317
20225,2432
20013,671
20363,2313
20197,761
20460,1516
20414,1427
20622,1937
20576,1779
20550,863
20793,2097
20742,1641
20767,1264
21136,1446
21091,1238
21543,1575
21734,1405
21907,1607
21735,1102
21939,1989
22014,2156
21890,1453
21950,1665
21952,898
22202,1994
22411,2089
22233,701
22481,2041
22463,711
22605,1927
22667,2190
22719,2281
22683,886
22714,797
22715,865
22878,1888
22761,963
22807,823
23042,586
23384,1139
23440,1380
23522,881
23679,1129
23798,1344
23772,1158
24112,1630
24047,1546
24092,1380
24513,2671
24179,1217
24627,2852
24425,2111
24309,1633
24560,1890
24461,1136
24600,1369
24791,1191
24885,1067
24983,1431
24972,852
25246,1241
25230,1179
25357,1364
25742,944
25833,1365
25829,1097
25883,1376
26203,2005
26553,3771
26154,1181
26190,1023
26757,2632
26809,1649
26734,749
26779,898
27358,3638
26999,1184
26995,855
27178,1387
27619,3506
27378,2148
27586,2727
27888,3539
27657,1039
27606,841
27713,1710
27792,974
27913,752
28143,1259
28124,837
28230,1182
28373,1485
28336,1192
28926,4848
28742,2735
28496,1057
28798,2642
28573,961
28564,629
28782,1651
28868,666
29013,987
29078,1272
29213,1631
29229,1681
29400,1149
29626,1208
29744,1246
29960,1519
30156,1903
30046,1534
30169,1713
30325,1496
30948,4147
30511,2087
30558,2134
30479,1392
30466,1334
30589,1623
30651,1210
30745,1141
31195,2869
30985,1960
30913,894
30926,620
31030,1100
31103,1271
31243,1283
31379,1340
31734,1420
31627,964
31702,1127
31976,1737
31844,788
31842,878
32192,1766
32232,1862
32243,1345
32367,1648
32546,2215
32446,1674
32493,1785
32408,1152
32494,1428
32800,1172
32934,759
33035,1190
33014,860
32956,683
33295,1491
33192,977
33356,1778
33443,1541
33474,1522
33314,998
33900,3415
33692,2133
33813,846
34389,2003
34286,1316
34145,919
34293,1109
34538,1578
34509,1467
34360,973
34583,1860
34590,1415
34569,1374
34626,879
34772,1519
35554,3506
35374,1135
35441,1150
35548,1140
35524,1067
35923,2663
35982,1807
35912,1572
36050,1752
36133,1693
36494,1428
36513,1786
36639,2204
36984,2750
37449,5036
36750,817
36973,1648
36990,1152
37550,4389
37150,1402
37249,2663
37210,1621
37203,1437
37203,710
37433,1876
37369,1436
37315,926
37591,1881
37645,1135
