335,261
331,265
322,255
314,255
336,265
327,252
330,262
326,255
332,266
328,264
330,266
322,256
327,263
320,255
327,255
334,264
325,255
331,265
323,254
330,265
321,254
313,255
320,255
324,253
349,279
324,260
331,264
325,255
333,261
330,255
330,263
333,260
328,255
335,265
343,275
317,255
358,294
352,278
343,273
334,264
325,254
331,261
324,268
316,254
322,255
329,263
330,259
327,266
334,266
325,256
331,264
324,256
329,266
324,267
328,263
334,255
329,254
321,250
328,255
335,265
326,259
333,264
325,255
331,253
322,255
329,267
321,255
327,256
334,265
331,254
331,266
323,257
331,266
321,259
327,266
320,256
327,256
334,265
328,266
334,265
326,256
333,265
324,256
316,255
330,256
330,265
320,256
310,254
323,255
326,256
332,267
326,256
331,257
321,255
329,262
320,255
325,253
336,266
324,254
332,267
323,261
335,263
323,254
313,256
339,276
329,264
322,256
312,255
334,265
342,263
330,264
324,256
332,266
323,256
328,265
320,256
327,255
319,256
326,255
333,266
324,256
331,265
318,253
330,267
319,257
328,256
318,256
325,255
332,266
327,256
333,266
322,254
316,256
321,252
329,255
337,266
326,253
319,256
326,255
333,268
324,255
331,267
322,256
329,266
321,256
327,256
340,265
327,256
332,265
323,256
330,265
321,256
327,265
320,256
325,254
337,266
328,254
335,265
326,256
333,268
324,259
331,266
323,255
336,266
327,256
334,269
326,256
316,256
324,266
315,256
321,255
329,267
320,256
328,255
333,264
326,256
333,271
323,255
330,265
320,256
328,255
322,256
314,255
328,257
383,314
334,262
325,255
332,266
323,259
331,266
322,255
329,266
320,255
327,266
334,265
323,254
332,265
323,253
331,272
322,257
