11491,844
11899,270
12553,527
13492,783
14284,588
14660,270
15411,475
16132,600
16533,277
16988,262
17784,598
18209,271
18608,272
19231,477
19864,508
20360,261
21047,552
21461,274
21838,270
22224,255
22817,478
23459,494
23925,262
24543,478
25148,459
25791,542
26443,497
27163,593
27846,557
28973,983
29867,729
30492,506
31287,580
31721,263
32133,254
32657,268
33042,255
33579,409
34375,689
35012,496
35642,512
36398,652
36801,272
37208,267
37863,468
38596,603
39000,274
39924,665
40357,255
41155,618
41823,515
42215,265
42820,507
43446,477
44091,539
44633,260
45151,264
45544,251
45962,265
46663,550
47038,268
47627,473
48052,275
49079,939
49800,545
50435,473
51193,629
51922,572
52549,497
53154,477
53572,252
53961,249
54344,264
54764,266
55185,270
55569,265
55993,269
56629,511
57006,257
57455,271
57825,264
58240,259
58625,265
59168,348
59903,563
60747,712
61589,647
62008,266
62837,720
63882,884
64515,484
65263,598
65965,599
66414,270
66776,253
67163,269
67937,674
68321,275
69093,638
69500,257
70105,470
70732,506
71321,477
71763,256
72162,265
72845,533
73484,479
74120,488
74793,508
75635,663
75996,255
76852,704
77511,552
78359,730
78751,261
79246,253
79930,509
80700,654
81087,264
81674,476
82269,457
82682,265
83067,262
83468,259
83892,251
84525,525
84952,261
85568,515
85999,255
86381,247
86772,259
87654,741
88405,624
89034,516
89465,265
90514,855
91109,478
91855,635
92263,266
92983,593
93829,666
94450,484
95264,695
95806,413
96199,272
96569,285
97004,269
97681,531
98379,534
98772,263
99509,587
100125,465
100781,525
101474,562
101964,266
102693,531
103079,274
103440,261
103873,266
104259,267
105072,693
105710,531
106133,258
106535,250
106968,259
107350,259
107736,258
108570,689
109272,560
109661,268
110459,681
111192,510
111894,538
112297,270
112694,263
113361,537
114049,507
114451,257
115110,480
115730,479
116404,538
116819,267
117416,486
117816,254
118553,563
119183,496
119592,253
120212,493
121042,702
121782,607
122190,251
122745,461
123022,265
123680,470
124400,538
125183,654
125862,509
126424,455
127045,476
128077,873
128565,293
128968,263
129762,563
130375,494
131198,622
131631,289
132251,469
133051,646
133499,263
133891,279
134294,255
135181,774
135557,249
136400,689
136836,262
138038,1068
138413,250
138784,251
139545,616
140298,537
140715,262
141108,272
141575,270
142214,491
142841,494
143696,697
144401,579
144787,258
146075,1136
146679,475
147056,273
147942,731
148688,617
149080,272
149667,491
150360,598
150744,262
151117,261
152017,697
152378,265
152780,264
153433,529
153903,270
154764,727
155450,523
155836,249
156718,672
157385,565
157779,266
158494,602
159308,581
159912,475
160352,261
160961,470
161620,519
161988,261
162398,251
162784,253
163201,267
163578,259
164224,496
164968,583
165571,472
165968,257
166558,474
166982,273
167367,270
167794,266
168188,248
168571,273
169005,268
169710,574
170378,513
171080,573
171470,271
172068,458
172501,262
173144,526
173608,271
174266,565
174874,468
175508,488
175923,259
176299,257
176919,495
177531,497
177901,258
178293,270
178664,264
179169,309
179811,486
180421,485
180800,259
181389,477
182016,523
182669,475
183451,615
183807,255
184211,264
184630,252
185091,250
185738,533
186399,467
187084,536
187508,261
188182,539
189005,588
189447,260
190308,701
191060,637
191446,250
191869,256
192475,476
193101,518
193753,561
194144,262
194860,574
195495,510
195864,263
196257,269
196645,283
197043,255
197466,261
198243,510
198948,520
199318,265
199741,270
200122,257
200524,269
200916,257
201600,558
201994,267
202771,634
203420,506
204123,575
204758,488
205141,258
205548,267
206263,576
206883,490
207598,593
208639,929
209279,509
209910,506
210334,259
210751,269
211153,252
212361,983
212757,274
213362,470
213770,267
214156,263
214555,280
214966,273
215412,274
215798,253
216239,264
216980,594
217718,592
218311,480
218923,463
219540,499
219916,252
220392,263
220784,262
221413,467
222080,457
222456,256
223108,510
223804,529
224235,261
225000,601
225386,261
225982,481
226626,531
227017,258
227950,775
228718,583
229440,528
229847,260
230281,305
230666,252
231239,314
231992,622
232410,271
233353,806
233748,277
234703,820
235625,813
236439,563
236817,266
237364,269
237962,478
238546,498
239194,513
239597,265
240022,260
240670,476
241520,725
241914,256
