738,266
1283,488
1607,263
2186,481
2507,265
2835,248
3156,260
3917,664
4241,266
5052,764
5661,529
6186,473
6982,743
7321,272
7944,537
8581,559
8797,255
8995,501
9402,478
9778,1018
9716,265
10147,524
10184,488
10399,262
10542,470
10605,249
11003,498
11155,498
11350,512
11626,515
11834,519
12054,252
12293,733
12345,263
12393,258
12545,262
12614,260
12782,267
13031,274
13359,813
13528,463
13469,260
13790,262
13700,245
14302,649
14465,698
14841,461
14826,548
15262,474
15439,681
15853,631
15889,484
16022,267
16314,485
16478,517
16822,562
16912,491
17145,270
17438,678
17490,273
17543,260
17665,252
17750,260
17850,255
17953,265
18045,258
18515,610
18485,494
18713,271
18659,266
18991,263
19069,482
19213,261
19305,270
19506,261
19781,597
20149,565
20112,478
20572,485
20541,511
